"task_id","title","description","type","status","priority","assignee","reporter","due_date","estimated_hours","story_points","labels","sprint","sprint_goal","epic","epic_id","project","parent_id","dependencies","skills_required","complexity","risk_level","acceptance_criteria","definition_of_done","created_at","updated_at","sprint_start_date","sprint_end_date","capacity_allocation","collaboration_required","external_dependencies","testing_requirements","deployment_notes","business_value"
"TSK-SOW-004-01","Implement Split-Pane Layout & PDF Viewer","Create responsive split layout using Radix UI. Integrate PDF viewer to fetch and display sanitized SOW.","Task","Sprint Backlog","Medium","frontend.dev@company.com","product.owner@company.com","2025-05-13","8.3","5","frontend,react,ui","Sprint 1","Establish Core Infrastructure and SOW Ingestion Pipeline","AI-Powered SOW Automation","EPIC-SOW","Enterprise Mediator Platform","WI-SOW-004","","React,CSS,Canvas API","Medium","Medium","Split pane resizable; PDF renders via presigned URL; Responsive","Component rendered in Storybook; Manual test passing","2025-05-01T09:00:00Z","2025-05-01T09:00:00Z","2025-05-05","2025-05-16","100%","None","None","Cross-browser check","None","Enable human review workflow"
"TSK-SOW-002-03","Integrate AWS Comprehend for PII Redaction","Send raw text to AWS Comprehend. Replace detected entities with placeholders. Reconstruct sanitized text.","Task","Sprint Backlog","Critical","backend.dev1@company.com","backend.arch@company.com","2025-05-20","10.3","5","backend,ai,security","Sprint 2","Finalize AI Processing and Financial Logic","AI-Powered SOW Automation","EPIC-SOW","Enterprise Mediator Platform","WI-SOW-002","TSK-SOW-002-02","AWS SDK,Regex","High","High","PII entities identified and redacted; Confidence threshold >90%","Validated against test PII documents","2025-05-01T09:00:00Z","2025-05-01T09:00:00Z","2025-05-19","2025-05-30","100%","None","AWS Comprehend Quota","PII Leakage Tests","None","GDPR/Compliance requirement"
"TSK-SOW-002-04","Integrate OpenAI for Data Extraction","Call OpenAI API (chat/completions) with JSON mode to extract fields (Skills, Timeline, Budget) from sanitized text.","Task","Sprint Backlog","Critical","backend.dev1@company.com","backend.arch@company.com","2025-05-22","10.3","5","backend,ai,openai","Sprint 2","Finalize AI Processing and Financial Logic","AI-Powered SOW Automation","EPIC-SOW","Enterprise Mediator Platform","WI-SOW-002","TSK-SOW-002-03","Prompt Engineering,API Integration","High","High","Valid JSON returned; Rate limits handled; Token usage managed","Extraction accuracy > 85% on test set","2025-05-01T09:00:00Z","2025-05-01T09:00:00Z","2025-05-19","2025-05-30","100%","None","OpenAI API Key","Prompt regression testing","None","Automates manual data entry"
"TSK-FIN-001-02","Invoice Generation & Payment Link Logic","Logic to calculate invoice amount. Create PaymentIntent or Invoice. Generate secure payment link.","Task","Sprint Backlog","High","backend.dev2@company.com","product.owner@company.com","2025-05-21","8.2","5","backend,finance,logic","Sprint 2","Finalize AI Processing and Financial Logic","Financial Engine & Payments","EPIC-FINANCE","Enterprise Mediator Platform","WI-FIN-001","TSK-FIN-001-01","Financial Math,Stripe API","Medium","Medium","Precise calculations; Metadata included; Secure links generated","Unit tests for math logic passing","2025-05-01T09:00:00Z","2025-05-01T09:00:00Z","2025-05-19","2025-05-30","100%","None","None","Calculation validation","None","Revenue collection mechanism"
"TSK-FIN-001-03","Implement Stripe Webhook Handler","Create webhook endpoint. Verify signature. Route events. Ensure idempotency.","Task","Sprint Backlog","Critical","backend.dev2@company.com","security.arch@company.com","2025-05-23","8.7","5","backend,security,webhooks","Sprint 2","Finalize AI Processing and Financial Logic","Financial Engine & Payments","EPIC-FINANCE","Enterprise Mediator Platform","WI-FIN-001","TSK-FIN-001-02","Security,API Development","High","High","Signatures verified; Events processed once; Project status updates","Tested with Stripe CLI webhooks","2025-05-01T09:00:00Z","2025-05-01T09:00:00Z","2025-05-19","2025-05-30","100%","None","None","Security penetration test on endpoint","Expose endpoint publicly","Automated status updates"
"TSK-SOW-004-02","Develop Complex Edit Form with Validation","Build form for extracted data. Components: Rich Text Editor, Tag Input, Dynamic List. Zod validation.","Task","Sprint Backlog","High","frontend.dev@company.com","product.owner@company.com","2025-05-22","10.3","5","frontend,forms,validation","Sprint 2","Finalize AI Processing and Financial Logic","AI-Powered SOW Automation","EPIC-SOW","Enterprise Mediator Platform","WI-SOW-004","TSK-SOW-004-01","React Hook Form,Radix UI","High","Medium","Pre-populated form; Tag creation; Dirty state tracking","Form validates all schema rules","2025-05-01T09:00:00Z","2025-05-01T09:00:00Z","2025-05-19","2025-05-30","100%","None","None","User acceptance testing","None","Allows data correction"
"TSK-SOW-004-03","Wire Up Data Fetching & Save Logic","Implement useQuery to fetch SOW data. Implement useMutation for Save/Approve. Handle errors.","Task","Sprint Backlog","Medium","frontend.dev@company.com","frontend.lead@company.com","2025-05-24","5.2","3","frontend,integration","Sprint 2","Finalize AI Processing and Financial Logic","AI-Powered SOW Automation","EPIC-SOW","Enterprise Mediator Platform","WI-SOW-004","TSK-SOW-004-02","React Query,API Integration","Medium","Low","Data loads; Save updates backend; Approve works","Full feature working end-to-end","2025-05-01T09:00:00Z","2025-05-01T09:00:00Z","2025-05-19","2025-05-30","100%","Backend Team","Backend API Ready","Integration testing","None","Completes the feature"
"TSK-FIN-003-01","Implement Ledger API with Filtering","NestJS endpoint with query params. SQL query builder for dynamic filters. Pagination.","Task","Sprint Backlog","Medium","backend.dev2@company.com","product.owner@company.com","2025-05-26","6","3","backend,sql,api","Sprint 2","Finalize AI Processing and Financial Logic","Financial Engine & Payments","EPIC-FINANCE","Enterprise Mediator Platform","WI-FIN-003","","SQL,NestJS","Medium","Low","Filters work; Pagination efficient; Fast response","Endpoint tested with large dataset","2025-05-01T09:00:00Z","2025-05-01T09:00:00Z","2025-05-19","2025-05-30","100%","None","None","Performance testing","None","Financial transparency"
"TSK-FIN-003-02","Develop Ledger Data Table UI","React component with sorting, filtering inputs, and pagination.","Task","Sprint Backlog","Medium","frontend.dev@company.com","product.owner@company.com","2025-05-28","8.3","5","frontend,ui,table","Sprint 2","Finalize AI Processing and Financial Logic","Financial Engine & Payments","EPIC-FINANCE","Enterprise Mediator Platform","WI-FIN-003","TSK-FIN-003-01","React,TanStack Table","Medium","Low","Responsive table; Filters active; Loading states","UI matches mockup; Interactions smooth","2025-05-01T09:00:00Z","2025-05-01T09:00:00Z","2025-05-19","2025-05-30","100%","None","None","Usability testing","None","Admin view of finances"
"TSK-FIN-001-04","Integration Testing for Payments","Create extensive integration tests using Stripe Mock/CLI. Verify full flow: Customer -> Charge -> Webhook -> DB.","Task","Sprint Backlog","High","qa.engineer@company.com","tech.lead@company.com","2025-05-29","10.3","5","qa,testing,integration","Sprint 2","Finalize AI Processing and Financial Logic","Financial Engine & Payments","EPIC-FINANCE","Enterprise Mediator Platform","WI-FIN-001","TSK-FIN-001-03","Testing,Stripe CLI","High","Medium","Happy path verified; Decline scenarios covered; Idempotency verified","CI pipeline green","2025-05-01T09:00:00Z","2025-05-01T09:00:00Z","2025-05-19","2025-05-30","100%","Backend Team","None","Full suite execution","None","Prevents regression in critical path"
